1	1	67	147.27	71.37	-2.2	147.27	71.37	-1.7	3800000	1013.6	1013.6	0.01	0	0	3
2	2	71	157.57	71.37	-2.2	157.57	71.37	-1.7	5400000	1724.7	1724.7	0.01	0	0	4
3	3	74	165.07	71.37	-2.2	165.07	71.37	-1.7	8050000	2563	2563	0.01	0	0	5
4	4	75	195.07	71.37	-2.2	195.07	71.37	-1.7	8050000	2451.8	2451.8	0.01	0	0	5
5	5	78	202.57	71.37	-2.2	202.57	71.37	-1.7	5400000	1548.2	1548.2	0.01	0	0	4
6	6	81	211.97	71.37	-2.2	211.97	71.37	-1.7	3800000	1173.6	1173.6	0.01	0	0	3
7	7	84	219.47	71.37	-2.2	219.47	71.37	-1.7	5400000	1909.4	1909.4	0.01	0	0	4
8	8	86	7.45	71.85	-2.2	7.45	71.85	-1.7	2500000	769.2	769.2	0.01	0	0	2
9	9	87	17.75	71.85	-2.2	17.75	71.85	-1.7	3800000	1044.3	1044.3	0.01	0	0	3
10	10	88	46.85	71.85	-2.2	46.85	71.85	-1.7	5400000	1654.1	1654.1	0.01	0	0	4
11	11	90	51.67	71.85	-2.2	51.67	71.85	-1.7	3800000	1175	1175	0.01	0	0	3
12	12	91	54.35	71.85	-2.2	54.35	71.85	-1.7	3800000	1060.3	1060.3	0.01	0	0	3
13	13	92	71.25	71.85	-2.2	71.25	71.85	-1.7	8050000	2460.9	2460.9	0.01	0	0	5
14	14	95	78.75	71.85	-2.2	78.75	71.85	-1.7	3800000	942.8	942.8	0.01	0	0	3
15	15	96	93.75	71.85	-2.2	93.75	71.85	-1.7	5400000	1948	1948	0.01	0	0	4
16	16	98	100.45	71.85	-2.2	100.45	71.85	-1.7	3800000	1068.1	1068.1	0.01	0	0	3
17	17	100	112.65	71.85	-2.2	112.65	71.85	-1.7	3800000	1164.6	1164.6	0.01	0	0	3
18	18	102	118.15	71.85	-2.2	118.15	71.85	-1.7	5400000	1724.3	1724.3	0.01	0	0	4
19	19	103	140.67	71.85	-2.2	140.67	71.85	-1.7	5400000	1849.5	1849.5	0.01	0	0	4
20	20	107	12.65	72.7	-2.2	12.65	72.7	-1.7	3800000	1055.3	1055.3	0.01	0	0	3
21	21	113	59.6	72.7	-2.2	59.6	72.7	-1.7	2500000	817.3	817.3	0.01	0	0	2
22	22	115	63.75	72.7	-2.2	63.75	72.7	-1.7	5400000	1604.2	1604.2	0.01	0	0	4
23	23	120	152.42	72.7	-2.2	152.42	72.7	-1.7	2500000	826.1	826.1	0.01	0	0	2
24	24	133	105.55	72.93	-2.2	105.55	72.93	-1.7	2500000	850.2	850.2	0.01	0	0	2
25	25	135	110.65	72.93	-2.2	110.65	72.93	-1.7	3800000	1185.9	1185.9	0.01	0	0	3
26	26	189	7.45	76.2	-2.2	7.45	76.2	-1.7	8050000	2622.8	2622.8	0.01	0	0	5
27	27	191	12.65	76.2	-2.2	12.65	76.2	-1.7	2500000	748.1	748.1	0.01	0	0	2
28	28	192	14.15	76.2	-2.2	14.15	76.2	-1.7	8050000	2436.5	2436.5	0.01	0	0	5
29	29	194	17.75	76.2	-2.2	17.75	76.2	-1.7	8050000	2406.1	2406.1	0.01	0	0	5
30	30	195	46.85	76.2	-2.2	46.85	76.2	-1.7	8050000	2089.4	2089.4	0.01	0	0	5
31	31	196	50.35	76.2	-2.2	50.35	76.2	-1.7	5400000	1613	1613	0.01	0	0	4
32	32	200	57.75	76.2	-2.2	57.75	76.2	-1.7	5400000	1992.4	1992.4	0.01	0	0	4
33	33	201	59.6	76.2	-2.2	59.6	76.2	-1.7	2500000	936.8	936.8	0.01	0	0	2
34	34	203	63.75	76.2	-2.2	63.75	76.2	-1.7	8050000	2441.3	2441.3	0.01	0	0	5
35	35	205	71.25	76.2	-2.2	71.25	76.2	-1.7	8050000	2377.9	2377.9	0.01	0	0	5
36	36	208	78.75	76.2	-2.2	78.75	76.2	-1.7	5400000	1765.9	1765.9	0.01	0	0	4
37	37	211	100.45	76.2	-2.2	100.45	76.2	-1.7	8050000	2373.6	2373.6	0.01	0	0	5
38	38	213	104.05	76.2	-2.2	104.05	76.2	-1.7	8050000	2632.3	2632.3	0.01	0	0	5
39	39	215	105.55	76.2	-2.2	105.55	76.2	-1.7	2500000	853.5	853.5	0.01	0	0	2
40	40	217	110.65	76.2	-2.2	110.65	76.2	-1.7	5400000	1883	1883	0.01	0	0	4
41	41	219	114.55	76.2	-2.2	114.55	76.2	-1.7	5400000	1843	1843	0.01	0	0	4
42	42	221	118.15	76.2	-2.2	118.15	76.2	-1.7	8050000	2541.7	2541.7	0.01	0	0	5
43	43	222	140.67	76.2	-2.2	140.67	76.2	-1.7	8050000	2616.6	2616.6	0.01	0	0	5
44	44	224	147.27	76.2	-2.2	147.27	76.2	-1.7	8050000	2823.9	2823.9	0.01	0	0	5
45	45	227	152.42	76.2	-2.2	152.42	76.2	-1.7	8050000	3447.1	3447.1	0.01	0	0	5
46	46	229	157.57	76.2	-2.2	157.57	76.2	-1.7	5400000	2207.1	2207.1	0.01	0	0	4
47	47	232	165.07	76.2	-2.2	165.07	76.2	-1.7	8050000	3219.9	3219.9	0.01	0	0	5
48	48	233	195.07	76.2	-2.2	195.07	76.2	-1.7	8050000	2914.2	2914.2	0.01	0	0	5
49	49	237	202.57	76.2	-2.2	202.57	76.2	-1.7	8050000	3171.4	3171.4	0.01	0	0	5
50	50	239	207.57	76.2	-2.2	207.57	76.2	-1.7	8050000	3197.3	3197.3	0.01	0	0	5
51	51	242	211.97	76.2	-2.2	211.97	76.2	-1.7	8050000	2981.3	2981.3	0.01	0	0	5
52	52	245	219.47	76.2	-2.2	219.47	76.2	-1.7	5400000	2155.7	2155.7	0.01	0	0	4
53	53	255	54.35	76.43	-2.2	54.35	76.43	-1.7	8050000	2621.4	2621.4	0.01	0	0	5
54	54	284	93.75	76.65	-2.2	93.75	76.65	-1.7	5400000	2084.3	2084.3	0.01	0	0	4
55	298	841	0	0	-0.5	0	0	0	5400000	1226.2	1226.2	0.01	0	0	4
56	299	842	3.72	0	-0.5	3.72	0	0	3800000	1019.8	1019.8	0.01	0	0	3
57	300	843	7.45	0	-0.5	7.45	0	0	5400000	1726	1726	0.01	0	0	4
58	301	846	13.97	0	-0.5	13.97	0	0	3800000	1082.6	1082.6	0.01	0	0	3
59	302	848	20.6	0	-0.5	20.6	0	0	2500000	876.2	876.2	0.01	0	0	2
60	303	849	24.35	0	-0.5	24.35	0	0	5400000	1867.4	1867.4	0.01	0	0	4
61	304	851	31.85	0	-0.5	31.85	0	0	1100000	432.3	432.3	0.01	0	0	1
62	305	853	39.35	0	-0.5	39.35	0	0	1100000	425.6	425.6	0.01	0	0	1
63	306	855	46.85	0	-0.5	46.85	0	0	5400000	1242.1	1242.1	0.01	0	0	4
64	307	856	50.6	0	-0.5	50.6	0	0	3800000	1010.1	1010.1	0.01	0	0	3
65	308	857	54.35	0	-0.5	54.35	0	0	5400000	1656.9	1656.9	0.01	0	0	4
66	309	860	60.82	0	-0.5	60.82	0	0	3800000	1021.9	1021.9	0.01	0	0	3
67	310	862	67.5	0	-0.5	67.5	0	0	2500000	860	860	0.01	0	0	2
68	311	864	71.6	0	-0.5	71.6	0	0	5400000	1698.5	1698.5	0.01	0	0	4
69	312	867	78.75	0	-0.5	78.75	0	0	1100000	415.7	415.7	0.01	0	0	1
70	313	869	86.25	0	-0.5	86.25	0	0	1100000	433.5	433.5	0.01	0	0	1
71	314	871	93.75	0	-0.5	93.75	0	0	5400000	1362.1	1362.1	0.01	0	0	4
72	315	872	97.5	0	-0.5	97.5	0	0	3800000	1064.3	1064.3	0.01	0	0	3
73	316	873	101.25	0	-0.5	101.25	0	0	5400000	1720.5	1720.5	0.01	0	0	4
74	317	876	107.72	0	-0.5	107.72	0	0	3800000	1044.1	1044.1	0.01	0	0	3
75	318	878	113.93	0	-0.5	113.93	0	0	3800000	1051.7	1051.7	0.01	0	0	3
76	319	880	118.15	0	-0.5	118.15	0	0	5400000	1879.9	1879.9	0.01	0	0	4
77	320	882	125.65	0	-0.5	125.65	0	0	1100000	449.8	449.8	0.01	0	0	1
78	321	884	133.15	0	-0.5	133.15	0	0	1100000	451.7	451.7	0.01	0	0	1
79	322	887	140.31	0	-0.5	140.31	0	0	5400000	1303.4	1303.4	0.01	0	0	4
80	323	889	144.42	0	-0.5	144.42	0	0	3800000	1053.3	1053.3	0.01	0	0	3
81	324	890	148.17	0	-0.5	148.17	0	0	5400000	1672.6	1672.6	0.01	0	0	4
82	325	893	154.64	0	-0.5	154.64	0	0	3800000	1015.3	1015.3	0.01	0	0	3
83	326	895	160.92	0	-0.5	160.92	0	0	3800000	980.1	980.1	0.01	0	0	3
84	327	897	165.07	0	-0.5	165.07	0	0	5400000	1773.9	1773.9	0.01	0	0	4
85	328	899	172.57	0	-0.5	172.57	0	0	1100000	417.1	417.1	0.01	0	0	1
86	329	901	180.07	0	-0.5	180.07	0	0	1100000	411.2	411.2	0.01	0	0	1
87	330	903	187.57	0	-0.5	187.57	0	0	1100000	411.4	411.4	0.01	0	0	1
